,Negativity,Sentences
30952,1,laying in the dark thinking of you
30953,0,say gots my mom a digital picture frame bout to scan pic of her wedding n all that mushy stuff
30954,1,joining facebeek what a loser i have no friend amy where are you
30955,0,may be my new fav number
30956,0,i went to target too
30957,1,im gone miss ya'll lol don laugh me im serious it bittersweet lookin forward goin home but cant wait till nx semester
30958,0,going to eat rice and fried chicken from sederhana the padang restaurant yummy
30959,0,it's fantastic
30960,0,yeayyy good for you
30961,0,thank you for sharing i appreciate your honesty i hadn't tweeted for some odd hour and got a little tweet happy
30962,0,sound like an episode of tv wine library with
30963,0,mmm thanks if u get too stoned and eat it thats cool
30964,0,i love it i also like the new profile pic
30965,0,what about ape and server side javascript with mootools via
30966,0,vancouver so classy canuck
30967,0,reading evermore by lynn viehl
30968,0,mine are older than yours
30969,0,downloading apps for my iphone
30970,0,these day have been looking better better betterrrrrrrr
30971,0,yup that's where i watch all my movie
30972,0,such a long day so much fun though tomorrow will be just a much
30973,0,quite a few peacock and oceanographer's choice are my new favorite to play
30974,0,off to see wolverine
30975,1,trying this twitter thing out facebook is finally a routine for me now i need to figure out how to do the twitter thing
30976,0,alright so playing card in the rain wasn't the smartest idea and now i might be sick but it wa fun
30977,0,yay tell her i said congrats
30978,0,i look forward to seeing and sharing
30979,0,i hope mama like her mother's day present
30980,0,happy mother day to all mum
30981,1,chilling wit da bestie kendra lmao she fell out da shower gotta luv her tho p t
30982,1,except for josh you like some lame dude
30983,0,more picture it wa such a pretty day fb
30984,0,jar wa gonna be my answer
30985,1,hey girl yeah my allergy kick in at the most random time hmph
30986,1,i know guess i wa hoping they'd revitalize the plot line a well instead of reverting to old cliche
30987,0,i think steph will enjoy her first mother's day tomorrow
30988,0,nighty night twit tty in the morning
30989,0,lol hell yeah
30990,0,quot bad word are a crutch they lead to tattoo and peircings quot hahahaha
30991,0,savour these moment canuck
30992,0,eating some ice cream cake it bomb
30993,1,left off the quot again quot in the title whoop
30994,0,you'll have a drink bc the race is over i'm telling you it's an addiction that lead to elvis presiding over our wedding
30995,0,i just have one he is month i don't think he realizes that it is mother's day tomorrow lol
30996,1,bundy in day warm weather here i come
30997,0,dude i tried the vegetarian thing and i lasted about month good luck going vegan is intense good move though
30998,0,oh ok thnks tho for adding me
30999,0,trying to learn to tweet it's all good i hope
31000,0,aserej ja deje dejebe tudejebe de sebiunouva majabi an de bugui an de buididip learning spanish through a song
31001,0,and so very you you know i say it w nothing but love dude
31002,0,you're welcome
31003,1,i had one of those in south florida mowing around it could hurt
31004,0,hope you have fun tonight
31005,0,happy mother's day
31006,0,thanks for the greeting
31007,0,didnt know you were solo for the game tonight we should have watched the game together maybe next time
31008,0,the wife get stung by a bee and she ha been acting like i big as baby ever since and this wa about hour ago lol what a baby
31009,0,relaxin after a fun day
31010,0,oh yeah that's right thanks for reminding me
31011,0,saw this lil girl that ha big eye and hair like dora the explorer how cute
31012,0,just saw star trek it wa amazing seriously so good the entire cast wa excellent spock and kirk especially i want to see it again
31013,0,lol sound fun
31014,1,let see we hate that groupie are damn near stalker we love that they send gift
31015,1,hmmm how bout my boi an me jammin sum john stephen for ya
31016,0,hey sorry for the late reply but i do plan on posting on both facebook and twitpic
31017,0,what a fantastic saturday
31018,0,had a nice time with her little sister baby is all grown up
31019,0,all the mother out there may the god bless you mother mother figure out there keep fightn da good fight amp neva giveup on the yr child
31020,0,watching justin timberlake on snl
31021,1,happy mother's day sent msg to mom and got her phone call i wish one day we can live in the same city so i can take care of her
31022,1,you can learn a lot from another person dont try to out better oneself when it all about love and happiness goodnight
31023,0,had a fun time at the concert almost got a picture with taylor momsen freakin next in line then she left
31024,0,danielleejonas ugh i love tila hater need to shut up
31025,1,i am on here finally and yay seriously that made my day oh fellow hell ruler
31026,0,the grate amp child collide tonight
31027,0,miley cyrus great actress
31028,0,walking by the water in annapolis with froyo and no shoe
31029,0,thanks elaine i'm clipping review for her scrapbook
31030,1,thank you
31031,0,lol ok quot we quot will get right on that i will let you know the verdict manana off to watch a movie with my lovely wife
31032,0,just watched yes man bahaha that movie is messed up
31033,0,haha ya my friend and i are totally having a kick off party for the occasion
31034,0,adding name to my twitter account and learning how to use this amazing thing
31035,0,huge difference in temperature from the last time you were here huh gotta love dc lol
31036,0,yay got the internet on my itouch working
31037,0,now what on earth led you to believe that
31038,0,saw you today so beautiful you looked so good glad to see the wonderful turnout
31039,0,got a new prom dress
31040,0,pshh thanks
31041,0,would you pay k for a lunch with oscar de la renta i don't see her hitting east village shop do you
31042,0,say she want to be w marykay sendai right now
31043,0,there's a way around that minute limit aim me and i'll tell you
31044,0,hello gorgeous girl nice new pic how are you today
31045,0,having bigi amp tokyo fashion spree tmr check out sih web
31046,1,oooh im sorry to late i smashed it
31047,0,the horoscope website i use ha all changed around i like it
31048,0,a on my french paper
31049,1,lucky you my day ha gone by with large amount of boredom and a little stress the detalis can get a bit gruesome
31050,1,good talk with muchos needed
31051,0,there's also a fairly recent w in past year quasi sequel plot not a good but v pretty in term of art
31052,0,thanks for sharing with your friend
31053,0,love laughter creativity
31054,0,iknowww not many people know about it tho so i like to keep it my little secret
31055,0,gonna wow for a bit later twitter lt
31056,0,interview view away from thanx for reading ppl mattmccoy
31057,0,when in doubt go with the instinct
31058,1,im excited for those pic send me ur w him too i lt photoshop lol
31059,0,about to hit the hay who came up with that goodnight world and all those who inhabit it
31060,0,thing about living is that there are always undeveloped picture in your future
31061,0,neville jbeauty am gud enuh hun wa jus sayin hi n hopin that ur avin a gud nite so far happy lady day moro then is dat better
31062,0,i sewed my shirt and i fail at screaming v v but i had a quesadilla quesadiaas are bombbb lt i will try and scream another day
31063,0,today wa boring but i did a lot of homework tomorrow should be amazing i can't wait
31064,0,been there done that it always ended up with me selling the machine and going back to my mac
31065,0,just talked to anthony rapp face to face
31066,0,at thee mall
31067,0,go to mid valley la boob haha never mind la i don't wanna go with you anyways
